Comment,Author,AuthorChannelId,LikeCount
"Karya pencitraan si jokowi tu, duit minus dipaksa pemikiran yang keliru",@ikbalikbal2196,UCn_clu-8sid1-8lMmUZteEQ,0
semalam 35 juta standart sih dg include segitu..,@Arusainchannel2024,UCTkqXslXhJlWsMYeq7OYzQg,0
"Mugo ae para pejabat³ mau pindah ke IKN,,nk gk glm ganti ae kbh...wng banyak penganguran d indonesia msok ngarah gk glm ta kerjoo d knooo...drpd dadi TKW...😊😊😊",@NurNani-ol1sf,UCIIVaDtEdp46rwreQuhfurQ,0
Katanya ada tikusnya y mas....😅😅😅😅,@santoso-s7x,UCE_HZnjUM-YqnfsypG3W6DQ,0
15:00 😂 wah makin sulit buat menyuarakan suara kepejabat melenceng,@rahmataldiansyah983,UCFQJSNcnyKtHbvjOfT1A_hA,0
Bravo lkn hebat.,@LamonganKatar123,UCrczTkYWJgNAd8Ge1zyRHFQ,0
yah dari gelagat pemandunya saja dah ketahuan..meter jadi centimeter..pasti lagi mikir jalur mana yang terlihat aman untuk dijadikan konten publik wkwkwk,@rahmataldiansyah983,UCFQJSNcnyKtHbvjOfT1A_hA,0
"Mangkrak ya rugi dong , udah keluar dana ratusan T",@AdaSaja-k5h,UCb1MKOuok5wQbdyVkeCd4jQ,0
"proyek abal abal itu utk kepentingan koruptor itu... ikn ibukota koruptor nusantara 😂😂😂😂😂
kok seneng banget di tipu ama jokomonyet...",@BhroJoe,UCOGSAg9-GVnpgve_s8BrfKg,0
"cuma suku diluar kalimantan yg iri bilang IKN mangkrak, IKN GK KAYAK PEMBANGUNAN DI PULAU JAWA YG BNYK YG MANGKRAK",@engineeringyoung6625,UCPpSMtns31KraoUPENgt8Rw,0
Kalo usul saya. Itu halaman yang kosong saya tanamin tamaman manfaat.kayak pisang duren cabe sayur mayur.dll😂😂😂😂😂😂😂😂😂 maaf sekedar usul,@Kartina-b3n,UCOmH0b1JO-dnnfBH5CL54Yg,0
Swiss Hotel sudah buka tapi pelanggannya tiada. Ha ha!,@channelbubur173,UCMLvFbD9AMAj-cc0BtQwwfw,0
Katanya semua masih bekerja tapi tidak ditunjukkan video walau seorang pun yang sedang bekerja. Ha ha!,@channelbubur173,UCMLvFbD9AMAj-cc0BtQwwfw,0
"Pak Anies lebih realistis. Sudah ada Jakarta, perlu apa lagi ibukota baru. Sehingga kini pembangunan IKN tidak mungkin dapat menandingi Jakarta pun, usahkan untuk menyaingi ibukota lain di dunia.",@channelbubur173,UCMLvFbD9AMAj-cc0BtQwwfw,0
Berbahasa Indonesia lah yg baik,@Effendi88-x7i,UCFXmu00gyWHcW0_B0dgMiAQ,0
"Emang Gila Fasilitas Para Pejabat Tinggi Negara, Satu Tarikan Nafas nya bisa memakan 1 Kwintal beras, Lain cerita bagi kaum Jelata, Untuk sekedar kenyang ajha hingga sesak Nafas harus bekerja... Kalian Hebat wahai pejabat! 
Engkau meringis dan kami menangis.. Puaskan Duniamu hingga buncit perutmu, persetan rakyat kelaparan, asal kan Nafsu terlampiaskan, Tak pernah peduli penderitaan dan banyak nya rakyat pengangguran...! 
Hidup Dewa Dunia Engkau lah Bahan Bakar Neraka..!",@jokotingkir5900,UCjbRXLfBW5LCaG0Vysio7Yg,0
"MANTAFFFFFF
SEKALIAN ORMAS ORMAS & PREMAN NYA DIJAKARTA PINDAHIN KE IBUKOTA BARU 🤭",@nkr8968,UChtbg10mUllbXf_Mqt-Vf4w,0
Fungsi nya di bangun utk apa?,@jennysaputra82,UCUJWcQ5DiHaqm08yxt3ixgA,0
"Hebat mamang kerja ,prsiden pak Jokowi .Sirkuit Mandalika dan ikn  , berjalan dgan lancar tidak magrak.bukti kerjo nyata",@ManMun-y4f7e,UCvEpg8I-8OJWvewvZaeNk3g,0
Manhkrak mangkrak kuda.lumping apa .banyak bacot aja,@Myunus-ro4ok,UCQdHhMeBAq_2vSkYuhR6TjQ,0
Awakmu kok ngumek kecap manis kan iku terserah selera.,@ekamey-d1t,UCTvHwVztXFGaeGwG0k9KxzQ,0
9999 masuk. lur.,@mahsunsayur8808,UCI5bjggteZzRDnb-vvcs5Dw,0
"Yang gak setuju IKN gak usah di izikan ke IKN , bikin gaduh aja😅😅😅😅",@ujangmarzel2224,UCqMzFeRtv3WuUKIuPyD5rJQ,0
"Ya Allah semoga saya bilang jalan ke sana lihat IKN ,Aamiin 🤲🏻",@kasmiyatimiyati6016,UC9rqGaGzjs2XhhFrY2eAyyA,0
Mantap bagus bgt,@Cakra-ts3cz,UCAKZyIpZCYxYz5KKOTc5-2w,0
Cok 97 cm lucunee😂😂,@wiwisarifin2896,UCuXBEF-HS2fGTPkRfBuAZFg,0
Mudah mudahan yang benci NKRI sadarr.,@NizarNadzarudin-h5t,UC3Do5K0o8LRmQUPDPZRrtEw,0
Wes ido dipskai kenopo gak dipakai hanya mengeluarkan tsnpa pemasukan  kebiasaan infonesia  negara kaya raya😊😂❤,@MawarMerah-y6d,UCB_Co7FJPgzR7RZ047P6lSQ,0
"Pejabat dikumpulkan jadi satu.dan di Bagun kemewahan.
Dan rakyat kecil di tingal kan di satu kupulan yang tidak terjamin",@sholehputra9564,UCCOPZOy3lujp7rq-oPbEl-Q,0
Bagus negara indonesia ku semakin  maju semoga mata uang nya tinggi,@AbganGani-q7j,UC_zWDK7t_vc1-atnTq6Cpmg,0
"Babar, ikn pekerjane cuman 7 orang 😂😂😂",@walangsangit7814,UCrqAGie850TIliPqQM-hoFQ,1
Maksud ny kecap manis apa si??. Gw gk paham njir,@didibahruddin8880,UChoXVyX3AaVIvzAdkPzY9uw,0
Kota Hantu...........😂😂😂😂,@henijoe3609,UCTS9ylWutRthHE1Eo8_MFCQ,0
"wah... saya malah fokus gambar / hasil rekaman yg begitu jernih...

infonya Mas... pakai Hp apa tuh ?
mkasih... 🙏🙏🙏
suksws selalu... 💪💪💪",@burungku7723,UCqNoga6rEXfCz9Ne9HFbhKQ,0
Exelco sdh ada di IKN,@pablo777-f3x,UC2ey_EjRobBurGB1NLJ4Sxg,0
"Harusnya koko bawa team kameramen, jdi sampyan tinggal jlasin  ke audiens tanpa ribet bwa hp😂",@Cikowati-mv4ku,UCIvTWHePNChdRt3LjRvmWig,0
Bagus bosku semoga indonesia. Ikn cepat jadi indonesia terus maju dan lebih baik dijauhkan dari  para koruptor🙏🙏🙏,@ishaqKICAU,UCAoOc2tC7GJjRVd4ezdWnZw,0
Mamh tu jokowi yg sudah buang buang duit negara padahal masih banyak masyarakat yg membutuhkan memang pemimpin yg tidak perduli dengan rakyat hanya mementingkan perut nya sendiri blaga tololl,@MansurSur-t9d,UC8ZhIrnfCdxzrBolhUfw7DA,0
"Coba cek dulu koh di dapur ada kecap manis gk ,kalo ada musnahkan",@rudikurnia5381,UC7gzq77RhFFbC9nImZhlCtw,1
"Saya sendiri sih berharap IKN jangan mangkrak 😢

Soalnya anggaran yang banyak sudah di gelontorkan disana, toh itu juga nantinya akan bagus buat ekonomi rakyat Kalimantan",@Amareee7,UCmhFIhv0OfcFLlfASMraPUw,0
"Ini pembangunan untuk orang kaya
Orang miskin gak kebagian😆",@arwikicau9827,UCJlTARAwRjcW74blWVWdlhg,0
Bangun kota isinya fasilitas buat mentri... yg dibakar duit gua.,@SuryaWardani-m8j,UCtasYFgGLQC89ejxcsWvHVQ,0
Menyedihkan kaya kota hantu gitu.,@SuryaWardani-m8j,UCtasYFgGLQC89ejxcsWvHVQ,0
Bukan sumbo paklik ?! 😅😅 Tapi sumbu 😂,@SANTO-c9o,UC1VFaVoYAqF-PGuqU_9bVGQ,0
Garudanya sampai gosong ya.. 😅,@warkopcafelov8653,UCmQvwNrS3J_ysSt-l99ybQg,0
"YANG BILANG IKN MANGKRAK ,GEROMBOLAN SAEPUL ZAMAN,REFLI HARUN,EDI MULYADI ADALAH PARA KATAK DI BAWAH TEMPURUNG,MAIN NYA KURANG JAUH.KASIHAN LO.",@AnakDewek,UC1-JxR_Bu5igYcexX-xBQcA,0
👍IKN GASPOL💪,@snurpaseh1702,UCOONv06fnND5J8aG5xL2Tfw,0
"Top markotp dul2 .yg blg ikn mangkrak itu mulutny org yg umurny tinggl dua bulan. 
Dn mulutny sbntr nyonyor pnyki gudek kadas he he he",@paksam5146,UCjy8S3trWFIqdOV44JOYCRA,0
"Masya,allah IKN membanggakan,  cita2 pak Jokowi, setiap beliau berkantor di Istana negara, selalu berpikir 🤔""ini kantor ibukota negara masih peninggalan Belanda"".",@yuliisfauziatun7469,UCHjYgTPv-v7vCJyBbbFcmSw,0
Indonesia sebenarnya negara kaya tapi masih sampe tahap aparat dan pejabat semoga berangsur waktu rakyat juga bisa segera menikmati ❤,@johnfayyadh7043,UCc12OitIIoAx-vTxQmG0luQ,0
"Wah hebat banget proyek nya megah bgt....,pasti kuat negara nya...pasti makmur rakyatnya.. Pasti sejahtera kehidupannya...Karena ini mega proyek... Keren 😎salut de sama negara nya",@viralsukasuka2540,UC6U6xaKfU0dQ_R4ONt7rNtA,0
Koh Andy pisan2 kunjungan neng pabrik kecap 😂,@omboy07,UCTXd0pkfltpoR0G99Gf3EfA,0
Mungkin nunggu kamu tiada baru selesai,@SupajiAji,UCgr40mLdstW0p8VLFQm-JEw,0
"Makasih udah ngajak jln2 ke IKN. Salam sesama penyuka soto tanpa kecap 😂❤
Sehat2 bro Andy Sugar",@SriLestari-pf7uh,UCjq1XY1i8rML1qvJ9ex0QwA,0
Pembenci Jokowi bakal kejang2,@ekosuwarno3509,UComI1L1sWK-bKIaZ8AjDmig,0
99% Mangkrak,@WARGANU1,UCWG9_ewquyLSsL4Y7vkS67g,0
"Mas mas cocote ilo dikondisikan 😂 😂
Joss mass👍",@santoso9952,UChSNlYQPDOqce6fCPhUWFdA,0
"Untung yg buat konten naik Alphard😂
Coba naik motor butut atau naik motor trail bergaya kuli. 
Paling dak di pedulikan surycity😂😂😂 bisa juga kena usir. 😂
Becanda boss... Aku pernah di sana bagian pelayanan karyawan proyek. 😂😂😂",@trikasianto372,UC0TQxKfVEphjT8zBhyNJvfA,0
banyak hak pekerja yang tidak dibayar di proyek ini miris takutnya doa2 yang teraniaya di ijabah,@abdulrozak6186,UCVm3ozs7pFTl_mjqZbEbrfw,0
"Msh terus berlanjut pembangunannya, Krn kakak saya sbg staff kontraktor jg berdinas dsana sampai sekarang 😊👍",@anangmarvell2112,UCVu1zq_4Tw_jN4BeR1cORjw,0
Taiwan nyimak,@cahbuagustz,UCb6cqna8wC2lhjgAI_0hL1g,0
Ko ada kah keinginan untuk log. In,@NgopakPutra,UCHwp5_Yicckre7Co2lYvxWw,0
Ada yang kepanasan. Biarin aja. Yang penting berusaha. Dari pada duduk diam nunggu duit datang sendiri. Lebih baik pikul sawit sendiri dari pada nunggu sawitnya turun sendiri 😂😂😂😂😂,@wahyurusdi6661,UCEt2dqeW1F5SLDUNZV7i-Qw,0
"BuzzerRp.. wes cak, sing jelas proyek iki ngentekno duit trilliun an, dadine ngene tok gak iso digawe",@BarisanTukangSpam,UC94MXwiIlt1hsRLeoPLuVMQ,0
Provokator,@AhmadMasri-m8c,UCG66p8aOkzNUh60WX4rIzQA,0
IKN harus berlanjut sampai tuntas,@samunsakar2440,UCkJJkpH8sMUea7CybpMgmAA,2
Keren tu,@edyragil687,UCmoZeUsP-ZnwfrfYhwhkiRA,0
Cuman bayangin bgm perasaan para pembenci Jokowi... Jokowi ada kekurangan IYA !!! tp Dimata mereka... Jokowi TDK ada kebaikan sama sekali,@Wisnu-k4s,UCYs31_8t_FI3mquYs7X-GhA,0
Mewah emg  tp hutang negara bertambah banyak 😂,@duniasementaraakheratselam7848,UCu1oGkkf7Y01hkArk174QcA,0
Di ikn udah ada kantor polisi nya nggak 😂😂,@AndiKartini-ud3dy,UCunWzC5FXUOyXPSZhp4Ptiw,0
"Walaupun saya kecewa pada akhir kepimpinan jokowi, tp saya salah satu yg setuju kalau ibukota negara di pindah, semoga segera rampung",@adisirmansyah,UCclYWc26ZI6ACnAi_H7qSvg,0
Seperti di ngerti dongen gk sih.. tiap x melihat video tentang IKN. Kaya mimpi'.. apa lgh klw di malam hari...,@youngshin7879,UC2U8kn50skxdSinPAVUTu0g,0
bagi ke rakyat kalimantan.....bukan dijajah oleh si jowo go block.,@mayomayonas1142,UCm4ZFtixgPooAT7yc7AuRfg,0
Djual lagi aja gedung ikn ini dan jalan tol.kalo pak Prabowo meneruskan gedung ikn ini maka keuangan negara ini  akan lebih hancur dan rakyat Indonesia akan miskin semuanya percaya ga netizen,@Gembel-n6x,UC6vI1xFQI04aWyBq-XLCLzw,0
79 cm😂,@faisolfirdaus304,UC0jRZ4ShXtL33aPddN_lMIQ,0
"Roki gerung mana yang koar2 mangkrak ikn,",@EllyYana-l2r,UCiLo_Y7qmlh3R8kH-lNQIfQ,0
Masuk akal ko...kenek gawe cerito ndo anak putu hehehehe😊,@DeniIrawan-u6z,UCg7yESEMthN-nTgY0yYBBcQ,0
"Memang sangat menakjupkan IKN nusantara ,sgt istimewa, pantas luar negri kecut, memang top mar kotop",@edydl6456,UCgCZJlcYQvVodRHLqQwcoDg,0
"PretttttORAH MELOK NGRASAKNO...RAKYAT MADIH BSNYAK YG KEKURANGAN

Wis nikmati saja....prettt",@YuniJones,UCi9YWUfz6NGqVPnwHF30ZpQ,0
Berhala ikn,@andarareoo85,UC-SRU05Xbut1XgFz24rvBNw,0
"Terserah apa kata anda bung yg jelas teman2ku dari brebes kerja diIKN pembayaran dan makan ngga seimbang kerja sekitar 6 bulan , padahal semenjak baru nyampai ngga krasan dan tidak cukup bayarannya , ini anda ngomong begitu anda taunya udah jadi....",@NurHolis-sk3fk,UC7HgBYjNDgWScY0KM4MYaXg,0
❤❤❤,@najwanaina,UCgZ6mVY4DnqkVnTXZ6n7k-g,0
"ikn adalah wajah, gunakan make up yang bagus agar wajah itu tetap terlihat cantik 🎉",@guhkrib,UClpdUW5BbNMyiELXpf-6jUg,0
Mantab sukses IKN. Jos,@aulanturitno8041,UCWzgCNoClsXFfrauz-Rs4kQ,0
Otoritas ikn sebaiknya mengutamakan pekerja atau karyawan warga sekitar ikn dan warga kaltim pada khususnya,@Alimuddin77-ou4wu,UCMyiwowKhLfwRvQ98MSyNdQ,1
"Yang bilang proyek IKN mogok, aku yakin orang tersebut goblok😁",@TobiTobi-g5s,UCcYqj5QZJnltMCxZMYp4iVw,0
persis kaya wakanda,@unreznan,UCThKm2Ho1xDXNnw81JECubg,0
Bismillahirrahmanirrahim,@FajarkrisnaOmpitt,UCj653Y8SM85_IjPgrodQ0pg,0
"Gedung² buat rakyat mana koh ga ada bangunannya , coba diusulin koh , kebanyakan gedung untuk asn , pejabat , menteri , pegawai otorita , mungkin bisa dibantu follow up buat dibantu buat rusun untuk masyarakat disitu supaya dapat menikmati dan bisa mendapat kesejahteraan yang adil dan beradab , bisa menikmati lingkungan yg sama tanpa kesenjangan, ekonomi mereka bisa dibangun juga ketika ikn jadi nantinya, ayo koh diusulin ke mas gibran sama pak prabowo koh , pin komentar saya juga koh  😊",@PRESIDENTYT88,UCjA1RO1tjnVWmiIcuyNPi7Q,0
"Wooiigunakanbahasa Indonesia bisa atau nggak..
Anda ini lucu..ngereport. Kondisi IKN sekarang ini..lucunya kenapa tidak menngunakanbahasa Indonesia. LUCU😊😊",@AlexTpi-i1l,UCNXTC13U7nGEatiTjw3jyFg,0
Lah. .   . . Iya lah. . . . Yg  ngomong  yg datang pasukan  lingkaran  jokowi . Yaaapasti di angkat di bagusin .  Nanan ah.,@ibahmuhibah6189,UCFWVJilTamqv4OYCifuAhNg,0
"Pasilitas pendidikan infrastruktur dan kesehatan lebih mudah diberikan buat pejabat yg segelintir orang, sedangkan mayoritas rakyat yg dibawah suruh sabar dan kerja kerja kerja... suruh bekerja keras tapi lapangan pekerjaan semakin sempit dibandingkan pasilitas pejabat yg mementingkan kerabat... maaf konoha",@syauqihidayatulloh656,UCKep2EKWHOOf7MEqw8zjPIg,0
Ngakak terus nontonya josss suroboyone,@Rabi4x4rc,UC7QwqeTk1yRXwg_NyvSSEIg,0
Yang bilang mangkarak dan berharap mangkrak dari orang2 yang membenci pak jokowi,@MisdalSoemardjo,UC7uAIYKFBHe9BnHzum0trGQ,0
Keren ikn,@KASASI059,UCzHcPUWdbBey194mE_qTzsA,0
Garuda melindungi para koruptor😅,@yoghych225,UCqwEPydWru82yOC_NHTkOcg,0
Kampungku😊,@dewasyibirdfarm5034,UCCeaI3L6PgW6cyceoL6bqtQ,0
Yang bilang mangkrak orang orang kadrun para semgkuni,@bambangpurwanto5301,UCvEZwUu-pD_s3O1Xf2in2FQ,0
itu yg bilang IKN mangkrak para pembenci pak jokowi aja presiden paling the best  ga ada yg  nyamain paling the best❤👍,@enikwidianti6638,UCCopLpSjlEq5GguComtb8bA,0
"Betulin bahasanya dulu baru ngomong,,,,,",@ERitonga-v8o,UC17gVbCaGVQmwAM9crzoKRw,0
Na na kan gmna kalu gini bosqu gler waduh kk anak baru lahir ingin huni rumah baru je lamanye,@GunawanAwan-t9x,UCA9m35LWKxjMsiuB3BVvrag,0
"saya jamin ikn bakalan mangkrak.dan gak bakalan di gunakan sbg ibunegara ri sampai thn 2030....
🎉🎉🎉🎉🎉❤❤❤❤❤
Ayo kita taruhan 1 jari.... 
Negara koruptor 😅😅😅😊",@milotencity9123,UC-6G6gabI43buar3w0NJ5Hg,0
"Gundulmu! Yg mangkrak, kau jangan dugaan kira2 dari  jauh coba kau tinjau langsung disana",@jonibasir3716,UC-Yw4_QkfcRiJTYYt1jE7xA,0
Munafil😂😂😂😂😂,@JakaJaka123-z8b,UCIu125PRskqZ_w8TNLYy6-w,0
Jjr emang ambil hasil kerja org,@JakaJaka123-z8b,UCIu125PRskqZ_w8TNLYy6-w,0
"Yg ngomong mangkrak ga mikir, kaya anak kecil",@RudySalam-wf3mf,UCxMPVcvIIHigo-juIVh1KvA,0
Untuk melindungi koruptor mass,@KhoirulUmam-hl7zd,UCXtyUTLqrZX394e7YN2GRVA,0
Mensejahterakan pejabat😂,@arlanfajri485,UCDM5oaP8wVUCgxtesMs_m7w,0
"Mangkrak itu klo seperti Meikarta. Bangunan  mewah sdh jadi megah,jalan lebar mulus  bagus ,semua modern canggih mewah,tapi ga ada orangnya. Entah salahnya dimana itu Meikarta.",@arisa5262,UCzaYggZbyelG1_kK28tw6UA,1
IKN . UTANG NUMPUKK..,@Suhaidi-v8i3v,UCejo8fHFYin_CrNPkzyyxSg,0
IKN  TENGGELAM.,@Suhaidi-v8i3v,UCejo8fHFYin_CrNPkzyyxSg,0
Aku lebih suka jakarta tengelam dan bajir bagai mana reaksi orang orang klo dah laut sama daratan,@BayuBahrulhayat,UCE_IHESeFg2uppRwxa9d_kw,0
Trs kan expedisi nya bos... Biar orang orang yg mencela tau diri biar yg d jakrta tengelam olem laut dan bajir karena salah tata ruang hampir g ada penyimpanan air hampir semua daratan,@BayuBahrulhayat,UCE_IHESeFg2uppRwxa9d_kw,0
Hotelnya sepi,@lusihoki740,UCNTML_NZOd90HMmkcXFyUUQ,0
Itu bukan melindungi para pejabat2 negara... Tapi melindungi para korupsi2 negara. 😂😂😂.. bnyk tikusnya gak di ikn tu??? Karna tikus2 berdasi bakalan hadir ke ikn..😂😂😂,@ismaelsamad836,UC0CCxTg2yjTeWgKTgrDEjuA,0
Mantap bangun dulu baru mikir,@ahmadmuslimin6876,UC8y2KtTg-bu2c0lGWxu4jYA,0
Kebanyakan berbicara tanpa berfikir terlebih dahulu,@syamsularifin1336,UCyQKsYHg8L3cdqSdUy31dSQ,0
"Ini proyek besar harkat dan martabat Bangsa di pertaruhkan,tdk mungkin mangkrak",@storypelautid,UCAfBvw_VXnoooJvdiyqtaiA,0
klo yg bilang mngkrrak itu harapan bgi pmbnci dan pnghmbat kmjuan bngsa,@Luvcat843,UCtsvH_gxAduwg1gDnjT06FQ,0
"'Steal....pemaksaan,biar penyakinan rakyat...'habis ini..,y mangkrak lagi...'Di bayar mahal kawan ini..'Namanya uang Jokowi udah Triliunan..,berapa pun di minta kawan ini pasti di penuhi..",@AhmadKhusairiDaulay,UC-iBDzGmfxxq66oGuWldxiQ,0
❤❤❤❤❤❤❤❤❤,@Engkongdedeairbakoman,UCZxg5RtH4_ZLUkX8ohdUp1g,0
Omonganmu harus dipertanggung jawabkan,@SUWIGNYORIRIN,UCfx1S2PJELRimywTyXqHH6Q,0
Coba sampe malam pasti kamu puas n takjub..😊,@nurbaety8388,UChxuuF4jdBBNo3x-9hqeObA,0
"yg mangkrak itu otak para pem
Benci IKN  itu fakta",@kanzulafkar3554,UCInbfXeXb5HRv7GAeuibH4Q,0
Mudah-mudahan saja bisa ditempati secepatnya dan pegawai secepatnya dipindahkan ke IKN,@syahdandaffa946,UCqlf43vKCPRa4J2vAbDvuEw,0
Amin lepas kacamatamu  tu tuh  IKN  HIDUP PAK JOKOWI  ...,@heruharsono2356,UC1p_Er2ah6eLJktkjCAKFpA,0
Mantaplah  ikn yg bilang  mangkrak itu  barisan sakit hati  lihat tuu,@jhonmartin8922,UCYJMQyPvGu8M0VDvZr7U8vg,0
Bapak satpam yg ngawal sekelik ikham..,@SOMAWIFISHINGVLOG,UCRdedzPX5d8gjdGhLbAbq4Q,0
amazing membanggakan,@ricogamacomputer140,UC4_hjkI2XJyz7BEZoD-6HBg,0
Saya bisa senyum yg kerja di ikn 😊,@hendrysbg,UCp7xMLD_v4DcC6LQDn9Ds-w,0
Buat siapa bangunan itu pak. Gak pengaruh buat rakyat kecil. Yg susah  makan  lor   sekarang cari kerja aja susah  kenyataan itu pak. 😂😂😂,@nananghafiudin7873,UCC2x55_QiKrcQhZlUThLzPQ,0
"Atasan pembangunan terlalu banyak korupsi..awal kerja tertib dan lancar gaji,..4 5 bulan kerja mulai dipersulit gaji ,dan jika gajian itu cair masi dicicil...kerja di target untuk gaji sulit..mending pulang😁",@Galihjati98,UCcuUD4I5O8EiuV6LS9kMKCg,0
lKN lanjut trus,@AswanJha,UCm0vn3Kvvs1QMggOHCsasAg,0
"IKN bukannya pusat pemerintah tapi   Ibu Negara ..... , Kalau setakat kantor baru siap , itu menunjukkan 5% peratus sahaja . Konten bodoh ...",@zulkiflilatif9607,UCUNwtnoW6Ix1aPxD7sYdR7Q,0
"CIRI² PEMBENCI PEMERINTAHAN
1.TUKANG DEMO
2.RT 16% DAN RW 24%
😂😂😂",@WidodoArtan,UCRiDXwaGnbz9X_RQFKt8-gw,0
"Wah kalo belum jadi 100 persen semua.. Banyak orang yg pasti nyinyir.. Tetapi klo dah jadi 100 persen akan banyak org yg ikut banggga.. 

Pasti akan mewah padda waktunya... 
Menjadi tujuan wisata baru dan bergengsi dengan balutan mewah.. Pasti dengan sorotan lampu2 megah disetiap gedungnya dan sepanjang malamnya
Kelas internasional...",@BUKANLAH_PROPLAYER,UCNiUaOOMA9gVZ75cnFG0Y8g,0
Itu cuman katantanya amin ra as yg mangkrak,@MariyantoYanto-e6m,UC3oh0FZxDgx8YJNTQ5KNFvg,0
Kepalamu yang mangkrak le,@SamuelNj-k9h,UCHm_s0G7iBAY6SOOP6LbnIA,0
"Bener mas..jelaskan makhluk makhluk yg nyinyir suka fitnah adu domba  biar melek matane,masalahnya hati dan matanya mereka ini dah oicek tenan. (Bangsane dancuk Roy suryo roki gendeng amsari CS)",@samsonari1972,UCSK7fXO94Qb7-ImE_KjMMIw,0
Bang itu aku teks bang jgan gak ya,@HasanHasan-i9t6n,UCZ3t8bQIpBLaURUWtRpZQKQ,0
IKN 👍👍👍👍👍👍👍👍👍👍❤👍,@SudarDarta,UCikRvjT6gnZ-bYL_ouDWKew,0
"Koko    Andy   hebat,   se.7. banget.   Koko  Andy.                 😮",@Sutardi67,UCrEkgGsR_iVfS06xjWGsnHA,0
Hotel wong koyo iku..wes ora mampu wong kereee,@botakijo7,UC10U9MB6tvysIOF7IEPVr8g,0
"Ahh mana , spill para  pekerjanya",@hukumalam1471,UCXkkjdu2dJlNm9Ikv4sLQ8g,0
"Hahahahhaa bagoooss laah, para pembenci setelah ada bukti pasti cari cari kurangnya yg lain, hatinya udah rusak dgn kedengkian ya bgtu ituuhhh hadeehh
Kasiaaannyaa para pendengki hidupnya ga pernah bisa tenang",@Rukiee01,UCxUI1jHLxmtNX7XTTFJ2PIg,0
Semoga pindahnya ibukota kami warga Kalimantan berharap banyak nya loker pekerja'an yg nggak harus menggunakan persyaratan harus good loking,@cebolki,UC8vc65dNKZG4tMVisk4DwRA,0
Kadrun itu sebutan buat orang yg tak sejalan dgn para cebong,@Rusminah99,UCC7OXixTtfgV734-anJz5Pw,1
Ikam berapa di upah ba ulah video ...,@suhainoreffendi622,UCOF9zSKnjH8m-_OGhc7cEBQ,0
😂😂seruuu kontenya😂😂❤,@maryana5281,UC1iwivzV-PwiDUTMLNa1FwA,1
Konten  BUZER.,@Sugeng-vi9io,UCDiQqjQFFt0EPOUQdtU1I4A,0
Cair mas,@yantobowo3751,UCMJbWKGugQzM_O_ygz_DbBg,0
"Kacau nih 
Unggahan nya 
Mencemarkan 
Pemerintah",@Masnoko3284,UC4brQp76YVKu4hrGLh1i6wQ,1
"Saya doakan rakyat Indonesia kaya raya semuanya, agar bumi dan bangunan di nusantara bisa dimiliki oleh rakyat Indonesia",@petrukpunokawan7684,UCt2V_oP2_Sr9uYCaKjX1f6g,31
"SURGANYA  NEGARA INDONESIA
NUSANTARA NAN ELOI,






    









       .",@UpanPan-cz2pq,UCHgAgrVKS8Rp99AA5TwYXtQ,0
Dibantu jin untuk mbangun,@Agrona-c5q3f,UCpainHwzNJuXOUbhS_FQ3jg,0
KERAJAAN IKATAN KELUARGA PRABU GIBRAN NAGA BUMI RAKA SURA,@Agrona-c5q3f,UCpainHwzNJuXOUbhS_FQ3jg,0
"SIAPA BILANG IKN MANGKRAK "" BIADAB ITUUUU....IKN BARU DI GARAP TRUS ...TAMBAH MAJU ...DAN TAMBAH HEBAT ..YG BILANG MANGKRAK ITU BIADAB TDK PUNYA OTAK ...IBLIS LAKNAT ...",@Gatotmarhean,UCHzlB-4pflqWTkVa5652pOA,0
"6:50 
Untuk orang penting yagesya",@aizzulchaq5664,UC3OJWYC0QgWLdVf6Pc9oeWA,0
Ada yang nginep nggak ??,@aizzulchaq5664,UC3OJWYC0QgWLdVf6Pc9oeWA,0
"😅😅😅 sisi lainnya ngga dimasukin ya?
Mungkin anda calon stafsus berikutnya 😊",@dedeiskandarnuroni9536,UCI7WlkHSxweg0ezYLeJW12g,0
Wow keren,@Ankrkendio43,UCjSEtB9PcicBzInDBDB38XA,0
Hotel kok sepi 😂😂 mana lagi para pekerja proyek di ikn ? Kok sedikit banget yg kelihatan 😂😂,@Sw_official95,UCLN7UYjnoglZ-SsVCt4opag,0
"Oke pembangunan masih di lanjutkan sesuai di video anda,tapi sangat jelas itu sudah mulai berkurang pekerjaan pembangunannya,dan bangunan"" yg ada pun blm ada 25 % selesai,dan banyak bangunan"" yg sdah tdak lanjut dikerjakan.maka penilaian masyarakat ikn lambat laun akan mangkrak.sekelas bangunan baru ibu kota negara yg bekerja cuma sgitu"" aja ? 😂😂😂 pantaslah target prabowo akhir 2028 dan yg pastinya gak jelas juga 😂😂 masjid yg targetnya sholat ied tahun ini aja blm ada 40 % 🤣🤣",@Sw_official95,UCLN7UYjnoglZ-SsVCt4opag,0
Yg dagang ad yg belinya kaga,@Herilanggar,UC4-48x7hcUXVkYbVcs7GLgQ,0
Cuma golongan orang sakit yg bilang pembangunan IKN mangkrak,@MieAyam-d7y,UC-AMCw-AuE5cBHDsXvMvhPg,0
"Kehidupan prekonomian rakyatnya sepi 😅😅😂😂😂 , bangunan bisa di poles seindah apapun 😅😂😅😂😅",@terubust,UCFhi_lBh0MVK-oXZL0hNY5g,0
