Comment,Author,AuthorChannelId,LikeCount,Sentiment,Comment_Preprocessed
"mantab
ikn
gas
terus
boz",@SutiayanIjan,UC6bLOLdwbkifKUqvAM-E6uA,0,negatif,mantab ikn gas boz
👃👍👍👍👍👍✌️,@SutiayanIjan,UC6bLOLdwbkifKUqvAM-E6uA,0,negatif,
Terharu. Semoga terwujud impian rakyat Indonesia menjadi lebih maju,@PebriKunodhewe,UClHyZvjpg3IUU3-9gJdyi1w,0,negatif,haru moga wujud impi rakyat indonesia maju
𝐌𝐀𝐍𝐆𝐊𝐑𝐀𝐊𝐊 𝐁𝐎𝐒𝐒𝐒. ... 𝐃𝐔𝐈𝐓𝐄𝐄𝐍𝐓𝐄𝐊𝐊𝐊,@herukurniawan1659,UCAz4D6uTUEt0xn_ydRf_Ceg,0,negatif,  
"Tak subscreb bolo..
Lanjutkan..",@vanoeza5158,UC4fWwFdeJbrLIu9Qz6LclCg,0,positif,subscreb bolo lanjut
Apa presiden ke 7 bisa punya saham di sana?,@nico_arc0967,UCvQzIt_-0BM02Guu4wzCcwA,0,netral,presiden saham
Ini akun kedua saya buat subscribe ...biar bisa liat ndasnya masnya.,@HanifSidiq-j2v,UCoKjRPfARzWP6YZeLuF32Wg,0,netral,akun subscribe biar liat ndasnya mas
"- Hanya Kasih liat ruang display
- karyawan2 ASN ( ntah menjabat spt apa, dan punya kuasa apa aza , Jangan2 bertugas sbg pengurus aza fungsinya )
- Pejabat terkait dan penting ... tidak ada yang tugas
- Estimasi pembangunan jadi ... NIHIL , dan tidak bisa diprediksi

Orang yang bekerja , tidak sesuai kapasitas pembangunan ... ini boleh dikatakan semi mangkrak, 
bila emang serius, harus ada estimasi, pekerja yang super banyak, kerja 24 jam dan Uang pembangunan siap.
Bila cuma omon2, dan tidak ada kepastian kapan kelarnya, ini sama aza dengan keadaan ke arah mangkak, dimana terlalu banyak ketidakpastian.

Lucu juga, cuma dikasih liat, kerja yang secuil, karyawan yang seuprit, dan dinyatakan ... TIDAK MANGKRAK !!  

Ibarat kata ....
Bila pembangunan IKN, butuh 10.000 pekerja, tapi ini hanya ada 100 pekerja aza dan kerjanya tidak 24 jam. 
Bayangkan bila 100 pekerja mengerjakan project besar seperti ini ... KAPAN KELARNYA ???  Hidup segan , matipun tak mau, kalo ibarat bahasanya, IMHO",@RobotTrading-th4gb,UCSkvdOmYtKtVIJO4WhDa8fQ,0,positif,kasih liat ruang display karyawan asn ntah jabat spt kuasa aza tugas sbg urus aza fungsi jabat kait tugas estimasi bangun nihil prediksi orang sesuai kapasitas bangun semi mangkrak emang serius estimasi kerja super kerja jam uang bangun omon pasti kelar aza arah mangkak mana ketidakpastian lucu kasih liat kerja cuil karyawan seuprit nyata mangkrak bangun ikn butuh kerja kerja aza kerja jam bayang kerja project kelar hidup segan mati kalo bahasa imho
Mogah cepat selesai,@Nikmahh04,UCR9k09EwEUUJn0sfu_qi5HA,0,positif,mogah cepat selesai
Cuma sandiwara aja. Utk melindung jokowi. Negara sudah tidak ada duitnya.  Liat aja nanti.,@GatoLoco-z6e,UCrkAbp5jl8Cju7txb4qr9nQ,0,positif,sandiwara aja utk lindung jokowi negara duit liat aja
👍🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩💪💪💪💪💪💪💪❤❤❤❤🌹🌹🌹🌹🌹🌹,@NorSaid-n7i,UCDE82FLzCkiHesrVtzsd0og,0,negatif,
"Dan saya kembali bertanya pada diri ku, pasca bnyak yg omon omon ikn mangkrak, dulu Indonesia ini bangun jakarta jadi ibu kota negara emang bisa langsung jdi ya, apa hnya butuh 1 tahun",@sonsung4260,UClpJINMZLb1O-Sf74VSL-TA,0,positif,ku pasca bnyak omon omon ikn mangkrak indonesia bangun jakarta kota negara emang langsung jdi ya hnya butuh
Mangkrak itu Hambalang..😂😂😂😝🧐,@dodisetiadi3747,UCMnXYlUaCv0_jNNeJBjobmQ,0,positif,mangkrak hambalang
Hebat bisa bikin konten di IKN makasih jadi bisa ikutan lihat suasana IKN jadi pengen kesana...,@srisukarni4760,UCjuR0BDYRUub2VctxCgxgVg,0,negatif,hebat bikin konten ikn makasih ikut lihat suasana ikn ken kesana
"IKN untuk rakyat❌

IKN untuk pengusaha ✅",@rohmadinadi,UCkNt1TA-MGq7wbpqDEUEwzA,0,negatif,ikn rakyat ikn usaha
"Bahagia banget dan bangga banget klian ,boleh titip pesan kami kuli pembangunan ikn tolong di perlancar masalah keuangannya ko rudet mulu  ,yaaaa supaya gak kontras dgn kebahagiaan dan kebanggaan anda,terus mana komen dari saudara 2ku dari kalimantan,sebagai pribumi di kalimantan terkait dngn ikn",@PactrickStar-k2s,UCelZXCI2K3VCRQ5n6LNwyZw,0,negatif,bahagia banget bangga banget klian titip pesan kuli bangun ikn tolong lancar uang ko rudet mulu yaaaa kontras dgn bahagia bangga andaterus komen saudara ku kalimantansebagai pribumi kalimantan kait dngn ikn
Yg pastinya Roki gerung dan Anis pasti kepanasan...merej bilNg ikn pasti mangkerk,@Ramlihadi-r8j,UCKTTGaWRD9pr2eLGoqUrGLg,0,positif,pasti roki gerung anis kepanasanmerej bilng ikn mangkerk
"Seharusnya mas Andy Boleh masuk istana karena mensupport ikn untuk lebih optimis untuk memajukan infrastruktur Ikn , semangat mas Andy 🤩💪🎉🤩",@Griyaofam,UCVd4zJsOsgrarV8_KOqVV3Q,1,negatif,mas andy masuk istana mensupport ikn optimis maju infrastruktur ikn semangat mas andy
Drpd dianggurin mending dikontrakin ... 😢 ...,@srisurati1355,UCiVefPZPuSaZk0SOzYIlqmQ,0,positif,drpd dianggurin mending dikontrakin
Mudah2an suatu hari ditakdirkan ke IKN penasaran juga ingin kesana.,@nurachmat9506,UCHPLh6Fn4e-sdp8Nf2-Mzjw,0,negatif,mudah takdir ikn penasaran kesana
Rocky gorong gorong kemana ini 😂😂😂😂,@AndiYudistira-m4d,UCKq9PF1J6oJkOJORAXmwDEQ,0,positif,rocky gorong gorong mana
Jos mantap konten yutubnya mencerdaskan dan meluruskan narasi orang yg benci pak jokowi.yutubernya luguxdan lucu pol jos mantap.,@PurwantoKauman-j5r,UCkQy4Ex0G8ep9Vrw7nFYJ_A,0,negatif,jos mantap konten yutubnya cerdas lurus narasi orang benci jokowiyutubernya luguxdan lucu pol jos mantap
Mantap,@afrisantiwidiana5161,UCCtPX_xFjqggmKQ7dE0FjZw,0,negatif,mantap
"Wow, jadi pengen ke IKN! Semoga besok bisa dapat undangan ke IKN😊",@septalibransyah,UCkSaI1zR8bqqi_tnZr9YUTA,0,negatif,wow ken ikn moga besok undang ikn
"Yang BILANG MANGKRAK ke situ juga belom...
TAU INFO JUGA PALING DARI BERITA HOAX....😁🤣😂🤭",@martitotito9324,UCFKFF_NAcH1efaH7D3KGxsg,0,positif,bilang mangkrak situ bom tau info berita hoax
"Terimakasih sdh memberikan info di IKN, sehat selalu ya bang jangan minum kecap manis ya bang 😅🤭🙏🙏🙏",@PesonaAnakBorneo,UCuVMUJvd963Qqob03GT539A,0,negatif,terimakasih sdh info ikn sehat ya bang minum kecap manis ya bang
Hotelnya untuk orang petinggi soalnya VIP lengkap mirip apartemen keren 35jt perhari,@StevenJack-e7e,UCL2l_hmM2ye8QMFkugvFSLQ,0,negatif,hotel orang petinggi vip lengkap apartemen keren jt hari
ok,@IrsyadMaulanazain,UC3_m0yfQeUce688KxjAqwOA,0,positif,ok
Semoga nantik aku bisa ke ikn salam dari riau,@ruziantoproject08,UCXn_mr2FoBQjp73md5fLVMA,0,negatif,moga nantik ikn salam riau
"Kok gak mampir ko,,",@ngawurofficial7583,UCnfsVbQGAIyP2Y5MqGRKxzg,0,positif,mampir ko
"Suamiku kerja proyek di ikn
Ikut wika gedung bangun kantor kementerian pupr
Memang selama bulan puasa kmren stop kerjanya karena kata suamiku dana dr pemerintahan blm turun full dan semua pekerja bertahap dipulangkan
Ini hbis lebaran baru beberapa aja yg berangkat blm semua termasuk suamiku blm berangkat jg karena harga tiket msh mahal ktnya",@asridina4843,UCeTau2uDGOxJdclGpd5Ah_A,0,positif,suami kerja proyek ikn wika gedung bangun kantor menteri pupr puasa kmren stop kerja suami dana dr perintah blm turun full kerja tahap pulang hbis lebaran aja berangkat blm suami blm berangkat jg harga tiket msh mahal ktnya
Walah anti kecap manise orak ketinggalan meneh😂,@WinandraSaputra,UCh9dIqKITM3d7vSRMibfuJg,0,positif,walah anti kecap manise orak tinggal teh
Wowowoww ayo IKN Kerenn! gak mungkin 'mangkrak' lah. Ini semua masih terlaksana guys pembangunannya cuma dalam proses nya memang jarang yang bahas.. diem diem pasti udah kelar. IKN itu akan jadi kebanggaan nusantara (Indonesia) kelak. Terimakasih juga buat kakaknya yang udah datang dan review untuk kita..❤,@LiveinJakarta,UC1PXQBVxH0MrE4AxNr_ciqA,1,negatif,wowowoww ayo ikn kerenn mangkrak laksana guys bangun proses nya jarang bahas diem diem udah kelar ikn bangga nusantara indonesia kelak terimakasih kakak udah review
"pantesan pada berlomba2 kerja di pemerintah,     rumah di kasih,, gaji mahal,  korupsi ??

   mau berlomba2 smpe ngasih duit pas pemilihan jd wajar aja, mau laporin ke siapa??
  semua udh dapet jatah

harusnya DPR2  itu kan merasakan apa yg rakyat rasakan
 bukan malah apa yg mereka inginkan rakyat yg harus merasakan..",@cabir526,UCOT6wFgcGdnB7kcFpmdKycQ,0,positif,pantesan lomba kerja perintah rumah kasih gaji mahal korupsi lomba smpe ngasih duit pas pilih jd wajar aja laporin udh dapet jatah dpr rasa rakyat rasa rakyat rasa
Berjayalah negriku semoga kita sebagai rakyat diberi berkah❤❤❤,@DomdomIndra,UCxLpTV-zl2YjBEbRPZxhZ2g,0,negatif,jaya negriku moga rakyat berkah
"Mantap... Semoga segera pindah ibukota negara secara resmi... Trims info tour nya, Bang... Salam dari bumi sriwijaya, Musi Banyuasin",@pohaci.nagara.putih71,UCvcxzTTrKXK7SmN8xKhxpcg,0,negatif,mantap moga pindah ibukota negara resmi trims info tour nya bang salam bumi sriwijaya mus banyuasin
"Karya pencitraan si jokowi tu, duit minus dipaksa pemikiran yang keliru",@ikbalikbal2196,UCn_clu-8sid1-8lMmUZteEQ,0,positif,karya citra si jokowi tu duit minus paksa pikir keliru
semalam 35 juta standart sih dg include segitu..,@Arusainchannel2024,UCTkqXslXhJlWsMYeq7OYzQg,0,positif,malam juta standart sih include segitu
"Mugo ae para pejabat³ mau pindah ke IKN,,nk gk glm ganti ae kbh...wng banyak penganguran d indonesia msok ngarah gk glm ta kerjoo d knooo...drpd dadi TKW...😊😊😊",@NurNani-ol1sf,UCIIVaDtEdp46rwreQuhfurQ,0,positif,mugo ae jabat pindah iknnk gk glm ganti ae kbhwng penganguran d indonesia msok ngarah gk glm ta kerjoo d knooodrpd dadi tkw
Katanya ada tikusnya y mas....😅😅😅😅,@santoso-s7x,UCE_HZnjUM-YqnfsypG3W6DQ,0,positif,tikus y mas
15:00 😂 wah makin sulit buat menyuarakan suara kepejabat melenceng,@rahmataldiansyah983,UCFQJSNcnyKtHbvjOfT1A_hA,0,positif,sulit suara suara jabat lenceng
Bravo lkn hebat.,@LamonganKatar123,UCrczTkYWJgNAd8Ge1zyRHFQ,0,negatif,bravo lkn hebat
yah dari gelagat pemandunya saja dah ketahuan..meter jadi centimeter..pasti lagi mikir jalur mana yang terlihat aman untuk dijadikan konten publik wkwkwk,@rahmataldiansyah983,UCFQJSNcnyKtHbvjOfT1A_hA,0,positif,yah gelagat pandu dah ketahuanmeter centimeterpasti mikir jalur aman jadi konten publik wkwkwk
"Mangkrak ya rugi dong , udah keluar dana ratusan T",@AdaSaja-k5h,UCb1MKOuok5wQbdyVkeCd4jQ,0,positif,mangkrak ya rugi udah dana ratus t
"proyek abal abal itu utk kepentingan koruptor itu... ikn ibukota koruptor nusantara 😂😂😂😂😂
kok seneng banget di tipu ama jokomonyet...",@BhroJoe,UCOGSAg9-GVnpgve_s8BrfKg,0,positif,proyek abal abal utk penting koruptor ikn ibukota koruptor nusantara neng banget tipu ama jokomonyet
"cuma suku diluar kalimantan yg iri bilang IKN mangkrak, IKN GK KAYAK PEMBANGUNAN DI PULAU JAWA YG BNYK YG MANGKRAK",@engineeringyoung6625,UCPpSMtns31KraoUPENgt8Rw,0,positif,suku luar kalimantan iri bilang ikn mangkrak ikn gk kayak bangun pulau jawa bnyk mangkrak
Kalo usul saya. Itu halaman yang kosong saya tanamin tamaman manfaat.kayak pisang duren cabe sayur mayur.dll😂😂😂😂😂😂😂😂😂 maaf sekedar usul,@Kartina-b3n,UCOmH0b1JO-dnnfBH5CL54Yg,0,negatif,kalo usul halaman kosong tanamin tamam manfaatkayak pisang duren cabe sayur mayurdll maaf dar usul
Swiss Hotel sudah buka tapi pelanggannya tiada. Ha ha!,@channelbubur173,UCMLvFbD9AMAj-cc0BtQwwfw,0,positif,swiss hotel buka langgan tiada ha ha
Katanya semua masih bekerja tapi tidak ditunjukkan video walau seorang pun yang sedang bekerja. Ha ha!,@channelbubur173,UCMLvFbD9AMAj-cc0BtQwwfw,0,positif,video ha ha
"Pak Anies lebih realistis. Sudah ada Jakarta, perlu apa lagi ibukota baru. Sehingga kini pembangunan IKN tidak mungkin dapat menandingi Jakarta pun, usahkan untuk menyaingi ibukota lain di dunia.",@channelbubur173,UCMLvFbD9AMAj-cc0BtQwwfw,0,positif,anies realistis jakarta ibukota bangun ikn tanding jakarta usah saing ibukota dunia
Berbahasa Indonesia lah yg baik,@Effendi88-x7i,UCFXmu00gyWHcW0_B0dgMiAQ,0,negatif,bahasa indonesia
"Emang Gila Fasilitas Para Pejabat Tinggi Negara, Satu Tarikan Nafas nya bisa memakan 1 Kwintal beras, Lain cerita bagi kaum Jelata, Untuk sekedar kenyang ajha hingga sesak Nafas harus bekerja... Kalian Hebat wahai pejabat! 
Engkau meringis dan kami menangis.. Puaskan Duniamu hingga buncit perutmu, persetan rakyat kelaparan, asal kan Nafsu terlampiaskan, Tak pernah peduli penderitaan dan banyak nya rakyat pengangguran...! 
Hidup Dewa Dunia Engkau lah Bahan Bakar Neraka..!",@jokotingkir5900,UCjbRXLfBW5LCaG0Vysio7Yg,0,positif,emang gila fasilitas jabat negara tari nafas nya makan kwintal beras cerita kaum jelata dar kenyang ajha sesak nafas hebat jabat engkau mering menang puas dunia buncit perut persetan rakyat lapar nafsu lampias peduli derita nya rakyat anggur hidup dewa dunia engkau bahan bakar neraka
"MANTAFFFFFF
SEKALIAN ORMAS ORMAS & PREMAN NYA DIJAKARTA PINDAHIN KE IBUKOTA BARU 🤭",@nkr8968,UChtbg10mUllbXf_Mqt-Vf4w,0,netral,mantaffffff ormas ormas preman nya dijakarta pindahin ibukota
Fungsi nya di bangun utk apa?,@jennysaputra82,UCUJWcQ5DiHaqm08yxt3ixgA,0,positif,fungsi nya bangun utk
"Hebat mamang kerja ,prsiden pak Jokowi .Sirkuit Mandalika dan ikn  , berjalan dgan lancar tidak magrak.bukti kerjo nyata",@ManMun-y4f7e,UCvEpg8I-8OJWvewvZaeNk3g,0,negatif,hebat mamang kerja prsiden jokowi sirkuit mandalika ikn jalan dgan lancar magrakbukti kerjo nyata
Manhkrak mangkrak kuda.lumping apa .banyak bacot aja,@Myunus-ro4ok,UCQdHhMeBAq_2vSkYuhR6TjQ,0,positif,manhkrak mangkrak kudalumping bacot aja
Awakmu kok ngumek kecap manis kan iku terserah selera.,@ekamey-d1t,UCTvHwVztXFGaeGwG0k9KxzQ,0,negatif,awak ngumek kecap manis iku serah selera
9999 masuk. lur.,@mahsunsayur8808,UCI5bjggteZzRDnb-vvcs5Dw,0,positif,masuk lur
"Yang gak setuju IKN gak usah di izikan ke IKN , bikin gaduh aja😅😅😅😅",@ujangmarzel2224,UCqMzFeRtv3WuUKIuPyD5rJQ,0,positif,tuju ikn izikan ikn bikin gaduh aja
"Ya Allah semoga saya bilang jalan ke sana lihat IKN ,Aamiin 🤲🏻",@kasmiyatimiyati6016,UC9rqGaGzjs2XhhFrY2eAyyA,0,negatif,ya allah moga bilang jalan lihat ikn aamiin
Mantap bagus bgt,@Cakra-ts3cz,UCAKZyIpZCYxYz5KKOTc5-2w,0,negatif,mantap bagus bgt
Cok 97 cm lucunee😂😂,@wiwisarifin2896,UCuXBEF-HS2fGTPkRfBuAZFg,0,positif,cok cm lucunee
Mudah mudahan yang benci NKRI sadarr.,@NizarNadzarudin-h5t,UC3Do5K0o8LRmQUPDPZRrtEw,0,positif,mudah mudah benci nkri sadarr
Wes ido dipskai kenopo gak dipakai hanya mengeluarkan tsnpa pemasukan  kebiasaan infonesia  negara kaya raya😊😂❤,@MawarMerah-y6d,UCB_Co7FJPgzR7RZ047P6lSQ,0,negatif,wes ido dipskai kenopo pakai keluar tsnpa pasu biasa infonesia negara kaya raya
"Pejabat dikumpulkan jadi satu.dan di Bagun kemewahan.
Dan rakyat kecil di tingal kan di satu kupulan yang tidak terjamin",@sholehputra9564,UCCOPZOy3lujp7rq-oPbEl-Q,0,positif,jabat kumpul satudan bagun mewah rakyat tingal pul jamin
Bagus negara indonesia ku semakin  maju semoga mata uang nya tinggi,@AbganGani-q7j,UC_zWDK7t_vc1-atnTq6Cpmg,0,negatif,bagus negara indonesia ku maju moga mata uang nya
"Babar, ikn pekerjane cuman 7 orang 😂😂😂",@walangsangit7814,UCrqAGie850TIliPqQM-hoFQ,1,positif,babar ikn pekerjane cuman orang
Maksud ny kecap manis apa si??. Gw gk paham njir,@didibahruddin8880,UChoXVyX3AaVIvzAdkPzY9uw,0,positif,maksud ny kecap manis si gw gk paham njir
Kota Hantu...........😂😂😂😂,@henijoe3609,UCTS9ylWutRthHE1Eo8_MFCQ,0,positif,kota hantu
"wah... saya malah fokus gambar / hasil rekaman yg begitu jernih...

infonya Mas... pakai Hp apa tuh ?
mkasih... 🙏🙏🙏
suksws selalu... 💪💪💪",@burungku7723,UCqNoga6rEXfCz9Ne9HFbhKQ,0,negatif,fokus gambar hasil rekam jernih info mas pakai hp tuh mkasih suksws
Exelco sdh ada di IKN,@pablo777-f3x,UC2ey_EjRobBurGB1NLJ4Sxg,0,netral,exelco sdh ikn
"Harusnya koko bawa team kameramen, jdi sampyan tinggal jlasin  ke audiens tanpa ribet bwa hp😂",@Cikowati-mv4ku,UCIvTWHePNChdRt3LjRvmWig,0,netral,koko bawa team kameramen jdi sampyan tinggal jlasin audiens ribet bwa hp
Bagus bosku semoga indonesia. Ikn cepat jadi indonesia terus maju dan lebih baik dijauhkan dari  para koruptor🙏🙏🙏,@ishaqKICAU,UCAoOc2tC7GJjRVd4ezdWnZw,0,negatif,bagus bos moga indonesia ikn cepat indonesia maju jauh koruptor
Mamh tu jokowi yg sudah buang buang duit negara padahal masih banyak masyarakat yg membutuhkan memang pemimpin yg tidak perduli dengan rakyat hanya mementingkan perut nya sendiri blaga tololl,@MansurSur-t9d,UC8ZhIrnfCdxzrBolhUfw7DA,0,positif,mamh tu jokowi buang buang duit negara masyarakat butuh pimpin duli rakyat penting perut nya blaga tololl
"Coba cek dulu koh di dapur ada kecap manis gk ,kalo ada musnahkan",@rudikurnia5381,UC7gzq77RhFFbC9nImZhlCtw,1,netral,coba cek koh dapur kecap manis gk kalo musnah
"Saya sendiri sih berharap IKN jangan mangkrak 😢

Soalnya anggaran yang banyak sudah di gelontorkan disana, toh itu juga nantinya akan bagus buat ekonomi rakyat Kalimantan",@Amareee7,UCmhFIhv0OfcFLlfASMraPUw,0,negatif,sih harap ikn mangkrak anggar gelontor sana bagus ekonomi rakyat kalimantan
"Ini pembangunan untuk orang kaya
Orang miskin gak kebagian😆",@arwikicau9827,UCJlTARAwRjcW74blWVWdlhg,0,positif,bangun orang kaya orang miskin bagi
Bangun kota isinya fasilitas buat mentri... yg dibakar duit gua.,@SuryaWardani-m8j,UCtasYFgGLQC89ejxcsWvHVQ,0,positif,bangun kota isi fasilitas tri bakar duit gua
Menyedihkan kaya kota hantu gitu.,@SuryaWardani-m8j,UCtasYFgGLQC89ejxcsWvHVQ,0,positif,sedih kaya kota hantu gitu
Bukan sumbo paklik ?! 😅😅 Tapi sumbu 😂,@SANTO-c9o,UC1VFaVoYAqF-PGuqU_9bVGQ,0,positif,sumbo paklik sumbu
Garudanya sampai gosong ya.. 😅,@warkopcafelov8653,UCmQvwNrS3J_ysSt-l99ybQg,0,positif,garuda gosong ya
"YANG BILANG IKN MANGKRAK ,GEROMBOLAN SAEPUL ZAMAN,REFLI HARUN,EDI MULYADI ADALAH PARA KATAK DI BAWAH TEMPURUNG,MAIN NYA KURANG JAUH.KASIHAN LO.",@AnakDewek,UC1-JxR_Bu5igYcexX-xBQcA,0,positif,bilang ikn mangkrak gerombol saepul zamanrefli harunedi mulyadi katak tempurungmain nya jauhkasihan lo
👍IKN GASPOL💪,@snurpaseh1702,UCOONv06fnND5J8aG5xL2Tfw,0,negatif,ikn gaspol
"Top markotp dul2 .yg blg ikn mangkrak itu mulutny org yg umurny tinggl dua bulan. 
Dn mulutny sbntr nyonyor pnyki gudek kadas he he he",@paksam5146,UCjy8S3trWFIqdOV44JOYCRA,0,positif,top markotp dul blg ikn mangkrak mulutny org umurny tinggl dn mulutny sbntr nyonyor pnyki gudek kadas he he he
"Masya,allah IKN membanggakan,  cita2 pak Jokowi, setiap beliau berkantor di Istana negara, selalu berpikir 🤔""ini kantor ibukota negara masih peninggalan Belanda"".",@yuliisfauziatun7469,UCHjYgTPv-v7vCJyBbbFcmSw,0,negatif,masyaallah ikn bangga cita jokowi beliau kantor istana negara pikir kantor ibukota negara tinggal belanda
Indonesia sebenarnya negara kaya tapi masih sampe tahap aparat dan pejabat semoga berangsur waktu rakyat juga bisa segera menikmati ❤,@johnfayyadh7043,UCc12OitIIoAx-vTxQmG0luQ,0,negatif,indonesia negara kaya sampe tahap aparat jabat moga angsur rakyat nikmat
"Wah hebat banget proyek nya megah bgt....,pasti kuat negara nya...pasti makmur rakyatnya.. Pasti sejahtera kehidupannya...Karena ini mega proyek... Keren 😎salut de sama negara nya",@viralsukasuka2540,UC6U6xaKfU0dQ_R4ONt7rNtA,0,negatif,hebat banget proyek nya megah bgtpasti kuat negara nyapasti makmur rakyat sejahtera kehidupannyakarena mega proyek keren salut de negara nya
Koh Andy pisan2 kunjungan neng pabrik kecap 😂,@omboy07,UCTXd0pkfltpoR0G99Gf3EfA,0,negatif,koh andy pis kunjung neng pabrik kecap
Mungkin nunggu kamu tiada baru selesai,@SupajiAji,UCgr40mLdstW0p8VLFQm-JEw,0,positif,nunggu tiada selesai
"Makasih udah ngajak jln2 ke IKN. Salam sesama penyuka soto tanpa kecap 😂❤
Sehat2 bro Andy Sugar",@SriLestari-pf7uh,UCjq1XY1i8rML1qvJ9ex0QwA,0,negatif,makasih udah ngajak jln ikn salam suka soto kecap sehat bro andy sugar
Pembenci Jokowi bakal kejang2,@ekosuwarno3509,UComI1L1sWK-bKIaZ8AjDmig,0,positif,benci jokowi kejang
99% Mangkrak,@WARGANU1,UCWG9_ewquyLSsL4Y7vkS67g,0,positif,mangkrak
"Mas mas cocote ilo dikondisikan 😂 😂
Joss mass👍",@santoso9952,UChSNlYQPDOqce6fCPhUWFdA,0,negatif,mas mas cocote ilo kondisi joss mass
"Untung yg buat konten naik Alphard😂
Coba naik motor butut atau naik motor trail bergaya kuli. 
Paling dak di pedulikan surycity😂😂😂 bisa juga kena usir. 😂
Becanda boss... Aku pernah di sana bagian pelayanan karyawan proyek. 😂😂😂",@trikasianto372,UC0TQxKfVEphjT8zBhyNJvfA,0,positif,untung konten alphard coba motor butut motor trail gaya kuli dak peduli surycity kena usir becanda boss layan karyawan proyek
banyak hak pekerja yang tidak dibayar di proyek ini miris takutnya doa2 yang teraniaya di ijabah,@abdulrozak6186,UCVm3ozs7pFTl_mjqZbEbrfw,0,positif,hak kerja bayar proyek miris takut doa aniaya ijabah
"Msh terus berlanjut pembangunannya, Krn kakak saya sbg staff kontraktor jg berdinas dsana sampai sekarang 😊👍",@anangmarvell2112,UCVu1zq_4Tw_jN4BeR1cORjw,0,negatif,msh lanjut bangun krn kakak sbg staff kontraktor jg dinas dsana
Taiwan nyimak,@cahbuagustz,UCb6cqna8wC2lhjgAI_0hL1g,0,netral,taiwan nyimak
Ko ada kah keinginan untuk log. In,@NgopakPutra,UCHwp5_Yicckre7Co2lYvxWw,0,positif,ko kah log in
Ada yang kepanasan. Biarin aja. Yang penting berusaha. Dari pada duduk diam nunggu duit datang sendiri. Lebih baik pikul sawit sendiri dari pada nunggu sawitnya turun sendiri 😂😂😂😂😂,@wahyurusdi6661,UCEt2dqeW1F5SLDUNZV7i-Qw,0,positif,panas biarin aja usaha duduk diam nunggu duit pikul sawit nunggu sawit turun
